SEPAM,แสงพา (SEPAM) ที่จังหวัดเลย,ST014,5300190035411
BHHD,บ้านหัวหาด อุดรธานี,ST014,5300190035411
DUYIM,ดวนใหญ่,ST014,5300190035411
BTNSM,ตำหนักไทร,ST014,5300190035411
BBHUG,บ้านบัวหุ่ง,ST014,5300190035411
